,,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025, ,1981-2010 mean,1981-2010 median
,2,,18.254,18.919,18.755,18.226,18.417,17.917,18.557,17.532,18.375,18.59,17.943,18.337,18.602,17.973,18.622,18.702,18.514,18.409,18.425,18.944,18.933,19.02,18.381,17.841,18.576,18.896,19.205,19.097,19.054,18.079,18.908,18.822,18.858,19.254,19.555,19.787,18.8,18.083,17.883,18.242,18.427,18.935,18.191,17.977,16.763,17.116,,,18.522,18.566
,3,,18.273,18.907,18.744,18.181,18.409,17.911,18.605,17.514,18.383,18.651,17.934,18.331,18.573,18.013,18.593,18.683,18.523,18.373,18.412,18.954,18.909,18.928,18.318,17.866,18.568,18.891,19.19,19.095,19.025,18.11,18.87,18.853,18.863,19.222,19.536,19.718,18.833,18.094,17.884,18.249,18.413,18.928,18.185,17.957,16.775,17.088,,,18.514,18.571
,4,,18.281,18.88,18.719,18.163,18.363,17.878,18.641,17.569,18.356,18.697,17.928,18.297,18.523,18.05,18.572,18.641,18.528,18.358,18.42,18.982,18.878,18.825,18.248,17.884,18.569,18.868,19.156,19.125,18.972,18.141,18.878,18.879,18.864,19.196,19.515,19.645,18.856,18.121,17.908,18.242,18.404,18.916,18.164,17.957,16.76,17.034,,,18.504,18.548
,5,,18.279,18.865,18.693,18.12,18.317,17.886,18.602,17.618,18.308,18.726,17.927,18.267,18.452,18.076,18.556,18.581,18.513,18.353,18.423,19.011,18.837,18.753,18.192,17.912,18.56,18.875,19.128,19.147,18.917,18.164,18.867,18.901,18.852,19.16,19.471,19.595,18.856,18.129,17.95,18.212,18.395,18.92,18.147,17.964,16.737,16.964,,,18.489,18.535
,6,,18.293,18.859,18.696,18.063,18.247,17.91,18.612,17.631,18.239,18.728,17.945,18.244,18.418,18.111,18.538,18.515,18.489,18.341,18.439,19.03,18.787,18.696,18.132,17.941,18.538,18.851,19.098,19.168,18.849,18.159,18.85,18.93,18.824,19.129,19.416,19.586,18.857,18.111,17.994,18.183,18.39,18.917,18.099,17.963,16.701,16.898,,,18.473,18.502
,7,,18.231,18.814,18.685,18.075,18.189,17.886,18.607,17.668,18.138,18.718,17.976,18.222,18.408,18.134,18.527,18.433,18.465,18.353,18.477,19.05,18.733,18.667,18.074,17.97,18.505,18.814,19.065,19.187,18.788,18.145,18.818,18.936,18.786,19.089,19.378,19.574,18.835,18.077,18.032,18.167,18.398,18.898,18.046,17.952,16.656,16.849,,,18.457,18.471
,8,,18.192,18.779,18.69,18.066,18.123,17.843,18.56,17.653,18.019,18.693,18.004,18.213,18.393,18.149,18.53,18.362,18.433,18.352,18.474,19.048,18.682,18.661,18.03,17.992,18.471,18.789,19.013,19.185,18.726,18.136,18.776,18.932,18.763,19.044,19.352,19.535,18.807,18.022,18.074,18.158,18.395,18.861,17.989,17.938,16.621,16.807,,,18.433,18.452
,9,,18.181,18.781,18.701,18.095,18.049,17.858,18.532,17.641,17.926,18.679,18.035,18.218,18.411,18.154,18.539,18.292,18.417,18.336,18.442,19.027,18.628,18.657,17.997,18.011,18.408,18.758,18.95,19.155,18.677,18.105,18.714,18.916,18.73,19.008,19.34,19.516,18.785,17.958,18.098,18.138,18.358,18.826,17.948,17.93,16.589,16.787,,,18.411,18.414
,10,,18.134,18.755,18.674,18.126,18.028,17.775,18.536,17.577,17.852,18.661,18.061,18.223,18.427,18.15,18.547,18.222,18.401,18.292,18.41,18.989,18.576,18.642,17.974,18.028,18.343,18.686,18.897,19.124,18.624,18.069,18.658,18.907,18.687,18.988,19.342,19.482,18.749,17.909,18.102,18.11,18.319,18.777,17.91,17.919,16.532,16.773,,,18.383,18.405
,11,,18.097,18.768,18.661,18.08,17.988,17.684,18.518,17.537,17.805,18.657,18.078,18.226,18.414,18.149,18.538,18.17,18.406,18.245,18.361,18.931,18.539,18.622,17.951,18.04,18.275,18.637,18.863,19.081,18.595,18.058,18.606,18.888,18.629,18.947,19.341,19.412,18.698,17.864,18.102,18.088,18.286,18.726,17.894,17.926,16.483,16.757,,,18.353,18.383
,12,,18.091,18.789,18.67,18.071,18.017,17.685,18.479,17.481,17.776,18.642,18.078,18.229,18.37,18.143,18.514,18.138,18.411,18.181,18.295,18.881,18.51,18.546,17.939,18.048,18.221,18.614,18.813,19.012,18.552,18.058,18.578,18.881,18.564,18.92,19.328,19.348,18.641,17.84,18.1,18.075,18.264,18.669,17.887,17.895,16.413,16.75,,,18.328,18.333
,13,,18.086,18.791,18.655,18.021,18.031,17.648,18.442,17.409,17.778,18.608,18.074,18.231,18.333,18.136,18.477,18.121,18.421,18.148,18.256,18.854,18.488,18.456,17.917,18.044,18.16,18.596,18.777,18.954,18.542,18.05,18.543,18.862,18.498,18.873,19.309,19.296,18.596,17.814,18.08,18.046,18.256,18.617,17.882,17.849,16.334,16.754,,,18.301,18.294
,14,,18.049,18.794,18.596,17.955,18.021,17.626,18.425,17.37,17.799,18.562,18.077,18.216,18.261,18.152,18.409,18.109,18.407,18.125,18.23,18.846,18.48,18.373,17.896,18.046,18.119,18.593,18.764,18.908,18.545,18.067,18.497,18.846,18.431,18.812,19.296,19.234,18.557,17.774,18.031,18.016,18.256,18.573,17.873,17.803,16.25,16.747,,,18.277,18.245
,15,,18.02,18.834,18.583,17.922,18.039,17.634,18.371,17.33,17.816,18.525,18.071,18.184,18.213,18.174,18.341,18.105,18.389,18.116,18.215,18.835,18.478,18.276,17.865,18.032,18.094,18.588,18.735,18.885,18.575,18.071,18.454,18.824,18.35,18.758,19.278,19.165,18.543,17.731,17.976,17.995,18.248,18.538,17.878,17.752,16.192,16.738,,,18.258,18.214
,16,,18.019,18.854,18.54,17.889,18.036,17.577,18.316,17.32,17.808,18.488,18.063,18.155,18.177,18.181,18.289,18.085,18.353,18.102,18.203,18.826,18.496,18.177,17.862,18.029,18.085,18.586,18.665,18.861,18.611,18.059,18.403,18.801,18.282,18.717,19.263,19.104,18.535,17.689,17.913,17.965,18.23,18.509,17.906,17.68,16.15,16.72,,,18.235,18.179
,17,,17.996,18.789,18.465,17.855,18.017,17.522,18.248,17.295,17.813,18.457,18.07,18.152,18.137,18.154,18.258,18.063,18.295,18.108,18.162,18.792,18.517,18.131,17.834,18.004,18.085,18.575,18.581,18.851,18.656,18.038,18.338,18.767,18.231,18.668,19.242,19.036,18.533,17.613,17.853,17.934,18.183,18.483,17.905,17.623,16.123,16.686,,,18.208,18.153
,18,,17.956,18.787,18.466,17.822,18.02,17.489,18.188,17.24,17.798,18.424,18.071,18.124,18.07,18.122,18.224,18.033,18.224,18.102,18.127,18.752,18.523,18.089,17.818,17.991,18.092,18.56,18.461,18.823,18.662,18.011,18.292,18.738,18.183,18.63,19.217,18.971,18.52,17.535,17.801,17.912,18.12,18.464,17.893,17.557,16.117,16.63,,,18.179,18.123
,19,,17.896,18.703,18.461,17.767,18.03,17.443,18.149,17.214,17.748,18.369,18.04,18.104,17.984,18.072,18.195,18.015,18.163,18.097,18.087,18.708,18.501,18.023,17.806,17.973,18.114,18.534,18.327,18.776,18.663,17.979,18.246,18.706,18.134,18.601,19.176,18.912,18.488,17.457,17.758,17.877,18.063,18.444,17.857,17.48,16.111,16.578,,,18.143,18.101
,20,,17.864,18.598,18.379,17.722,17.975,17.417,18.092,17.15,17.666,18.325,18.01,18.086,17.869,18.016,18.168,18.01,18.103,18.074,18.012,18.649,18.478,17.976,17.781,17.944,18.149,18.497,18.203,18.723,18.633,17.972,18.209,18.661,18.106,18.568,19.105,18.851,18.437,17.372,17.718,17.823,17.99,18.421,17.807,17.406,16.081,16.53,,,18.098,18.08
,21,,17.822,18.555,18.343,17.736,17.947,17.394,18.106,17.076,17.589,18.284,17.971,18.063,17.759,17.962,18.116,18.001,18.024,18.039,17.929,18.594,18.424,17.923,17.739,17.906,18.181,18.445,18.119,18.674,18.577,17.96,18.186,18.615,18.079,18.526,19.01,18.784,18.399,17.3,17.684,17.744,17.916,18.394,17.74,17.342,16.035,16.509,,,18.056,18.032
,22,,17.758,18.502,18.218,17.71,17.87,17.412,18.101,17.024,17.51,18.232,17.921,17.988,17.673,17.926,18.046,17.995,17.942,17.987,17.852,18.553,18.375,17.865,17.673,17.884,18.192,18.385,18.068,18.635,18.506,17.941,18.155,18.581,18.036,18.483,18.921,18.734,18.349,17.253,17.649,17.636,17.839,18.384,17.683,17.295,15.989,16.498,,,18.007,17.987
,23,,17.704,18.457,18.092,17.697,17.791,17.406,18.061,16.971,17.44,18.202,17.871,17.902,17.595,17.889,17.979,17.979,17.865,17.912,17.766,18.507,18.314,17.817,17.601,17.878,18.18,18.313,18.038,18.596,18.458,17.927,18.109,18.544,17.986,18.436,18.81,18.692,18.301,17.204,17.621,17.528,17.777,18.369,17.623,17.252,15.95,16.491,,,17.957,17.919
,24,,17.668,18.418,18.022,17.716,17.736,17.418,18.056,16.929,17.383,18.2,17.83,17.824,17.543,17.848,17.914,17.958,17.771,17.813,17.688,18.456,18.249,17.776,17.531,17.875,18.169,18.239,18.014,18.559,18.405,17.903,18.078,18.509,17.933,18.379,18.706,18.66,18.251,17.143,17.604,17.437,17.7,18.345,17.579,17.201,15.923,16.479,,,17.914,17.889
,25,,17.58,18.383,17.925,17.662,17.67,17.446,18.004,16.883,17.353,18.161,17.787,17.749,17.521,17.8,17.825,17.913,17.684,17.724,17.647,18.418,18.176,17.738,17.467,17.852,18.133,18.197,18.003,18.516,18.363,17.879,18.045,18.481,17.872,18.308,18.62,18.641,18.193,17.078,17.602,17.354,17.625,18.319,17.513,17.152,15.914,16.444,,,17.867,17.838
,26,,17.501,18.34,17.858,17.611,17.673,17.412,17.94,16.864,17.328,18.106,17.752,17.671,17.473,17.755,17.736,17.882,17.608,17.648,17.603,18.39,18.11,17.704,17.389,17.803,18.088,18.164,17.993,18.462,18.33,17.869,17.988,18.443,17.797,18.243,18.566,18.626,18.125,17.002,17.597,17.29,17.556,18.288,17.426,17.099,15.918,16.374,,,17.822,17.779
,27,,17.425,18.296,17.803,17.532,17.652,17.394,17.898,16.837,17.293,18.066,17.701,17.596,17.394,17.709,17.65,17.852,17.531,17.563,17.56,18.353,18.012,17.682,17.359,17.749,18.069,18.136,17.992,18.389,18.289,17.872,17.923,18.391,17.731,18.169,18.521,18.609,18.05,16.932,17.578,17.248,17.479,18.238,17.331,17.033,15.924,16.282,,,17.775,17.729
,28,17.714,17.338,18.261,17.753,17.463,17.621,17.389,17.857,16.762,17.249,18.023,17.632,17.516,17.337,17.648,17.573,17.824,17.465,17.491,17.518,18.307,17.919,17.65,17.324,17.675,18.057,18.109,18.006,18.321,18.23,17.864,17.855,18.349,17.67,18.093,18.491,18.569,17.97,16.854,17.543,17.209,17.392,18.19,17.238,16.962,15.91,16.196,,,17.726,17.663
,29,17.714,17.294,18.195,17.688,17.411,17.619,17.362,17.774,16.72,17.208,17.954,17.538,17.425,17.269,17.589,17.506,17.796,17.37,17.431,17.468,18.252,17.827,17.622,17.268,17.584,18.022,18.074,18.026,18.238,18.158,17.855,17.781,18.293,17.627,18.026,18.461,18.515,17.901,16.794,17.486,17.148,17.311,18.15,17.144,16.887,15.872,16.088,,,17.671,17.62
,30,17.699,17.24,18.137,17.614,17.341,17.556,17.36,17.711,16.638,17.177,17.903,17.439,17.337,17.191,17.527,17.464,17.779,17.276,17.372,17.406,18.196,17.741,17.569,17.214,17.524,17.978,18.02,18.013,18.151,18.078,17.837,17.713,18.236,17.594,17.96,18.428,18.444,17.839,16.725,17.413,17.082,17.233,18.103,17.053,16.821,15.845,15.989,,,17.612,17.562
,31,17.736,17.166,18.046,17.56,17.27,17.495,17.368,17.695,16.543,17.128,17.844,17.314,17.239,17.134,17.445,17.448,17.766,17.196,17.317,17.349,18.13,17.643,17.495,17.166,17.479,17.949,17.964,17.988,18.084,17.982,17.832,17.645,18.181,17.56,17.873,18.393,18.371,17.76,16.665,17.347,17.009,17.146,18.045,16.979,16.747,15.793,15.91,,,17.555,17.495
November,1,17.667,17.111,17.964,17.444,17.218,17.424,17.341,17.635,16.486,17.062,17.761,17.195,17.153,17.095,17.356,17.441,17.734,17.121,17.287,17.292,18.043,17.55,17.414,17.085,17.427,17.882,17.879,17.946,18.03,17.881,17.818,17.573,18.108,17.516,17.8,18.352,18.273,17.693,16.602,17.28,16.927,17.066,17.973,16.892,16.647,15.708,15.83,,,17.489,17.434
,2,17.599,17.056,17.884,17.339,17.161,17.357,17.322,17.562,16.424,16.993,17.663,17.105,17.072,17.047,17.265,17.432,17.698,17.057,17.253,17.249,17.934,17.478,17.33,17.008,17.359,17.805,17.779,17.909,17.973,17.784,17.802,17.498,18.024,17.467,17.745,18.319,18.154,17.621,16.545,17.202,16.832,16.972,17.885,16.804,16.556,15.619,15.743,,,17.423,17.358
,3,17.561,16.981,17.794,17.259,17.088,17.296,17.308,17.54,16.398,16.913,17.588,17.047,16.994,17.013,17.18,17.419,17.659,17.015,17.218,17.189,17.826,17.409,17.248,16.95,17.27,17.717,17.661,17.864,17.927,17.686,17.776,17.41,17.924,17.398,17.693,18.27,18.041,17.539,16.477,17.127,16.759,16.86,17.782,16.709,16.464,15.54,15.677,,,17.36,17.302
,4,17.507,16.91,17.698,17.155,17.003,17.228,17.284,17.439,16.36,16.837,17.511,16.991,16.912,16.974,17.107,17.383,17.611,16.954,17.181,17.138,17.721,17.314,17.18,16.886,17.148,17.627,17.538,17.844,17.869,17.575,17.736,17.294,17.819,17.3,17.64,18.212,17.939,17.443,16.401,17.061,16.687,16.742,17.66,16.632,16.375,15.445,15.607,,,17.287,17.256
,5,17.452,16.856,17.614,17.047,16.94,17.159,17.26,17.327,16.304,16.748,17.42,16.942,16.832,16.936,17.058,17.335,17.553,16.882,17.134,17.093,17.611,17.221,17.119,16.811,17.024,17.516,17.411,17.812,17.794,17.477,17.688,17.193,17.736,17.21,17.593,18.144,17.837,17.367,16.317,16.979,16.597,16.601,17.537,16.545,16.296,15.368,15.521,,,17.213,17.176
,6,17.415,16.808,17.517,16.964,16.855,17.097,17.246,17.26,16.27,16.688,17.328,16.894,16.762,16.878,17.021,17.288,17.489,16.809,17.074,17.045,17.513,17.159,17.031,16.739,16.909,17.408,17.309,17.758,17.7,17.389,17.619,17.103,17.652,17.118,17.531,18.075,17.748,17.279,16.208,16.883,16.473,16.458,17.439,16.467,16.242,15.336,15.438,,,17.142,17.1
,7,17.329,16.739,17.413,16.899,16.758,17.045,17.185,17.182,16.206,16.628,17.255,16.838,16.701,16.815,16.996,17.228,17.431,16.723,17.017,16.977,17.424,17.081,16.952,16.681,16.783,17.305,17.227,17.673,17.588,17.275,17.535,17.016,17.566,17.023,17.451,17.995,17.676,17.192,16.087,16.772,16.35,16.324,17.348,16.372,16.191,15.315,15.346,,,17.066,17.031
,8,17.25,16.671,17.353,16.799,16.71,16.98,17.136,17.121,16.135,16.569,17.174,16.776,16.644,16.74,16.954,17.151,17.357,16.653,16.951,16.918,17.335,16.991,16.863,16.588,16.684,17.205,17.16,17.563,17.48,17.153,17.435,16.93,17.504,16.925,17.363,17.926,17.591,17.103,15.947,16.649,16.218,16.206,17.258,16.277,16.151,15.314,15.249,,,16.989,16.967
,9,17.176,16.623,17.278,16.769,16.649,16.886,17.042,17.062,16.053,16.496,17.091,16.699,16.578,16.654,16.908,17.079,17.28,16.594,16.871,16.858,17.238,16.884,16.76,16.498,16.6,17.116,17.109,17.431,17.387,17.033,17.326,16.844,17.468,16.851,17.271,17.858,17.489,17.02,15.794,16.503,16.08,16.098,17.17,16.175,16.083,15.304,15.145,,,16.909,16.885
,10,17.092,16.504,17.211,16.738,16.608,16.819,16.957,16.971,15.983,16.436,17.022,16.622,16.522,16.554,16.83,16.99,17.181,16.518,16.79,16.783,17.144,16.771,16.663,16.408,16.505,17.036,17.051,17.316,17.296,16.883,17.184,16.753,17.409,16.766,17.169,17.78,17.377,16.927,15.607,16.339,15.972,15.993,17.084,16.077,16.011,15.295,15.052,,,16.825,16.804
,11,17,16.401,17.156,16.658,16.57,16.755,16.864,16.894,15.896,16.351,16.953,16.538,16.454,16.483,16.737,16.883,17.05,16.427,16.706,16.692,17.056,16.648,16.58,16.322,16.389,16.952,17.007,17.219,17.211,16.714,17.038,16.673,17.331,16.685,17.056,17.694,17.26,16.847,15.413,16.173,15.884,15.87,16.997,15.986,15.941,15.264,14.953,,,16.735,16.71
,12,16.922,16.25,17.07,16.603,16.487,16.662,16.765,16.793,15.805,16.251,16.874,16.446,16.388,16.394,16.614,16.785,16.908,16.315,16.621,16.585,16.983,16.522,16.493,16.223,16.279,16.871,16.944,17.122,17.135,16.567,16.902,16.593,17.256,16.592,16.956,17.592,17.141,16.769,15.197,16.01,15.795,15.737,16.911,15.911,15.865,15.225,14.867,,,16.64,16.608
,13,16.738,16.106,16.988,16.551,16.424,16.573,16.685,16.69,15.715,16.17,16.797,16.35,16.298,16.311,16.484,16.685,16.759,16.215,16.535,16.483,16.897,16.424,16.416,16.144,16.148,16.79,16.87,17.042,17.057,16.42,16.776,16.502,17.195,16.48,16.855,17.475,17.002,16.705,14.978,15.85,15.697,15.583,16.819,15.839,15.783,15.145,14.782,,,16.547,16.518
,14,16.593,15.981,16.87,16.472,16.324,16.51,16.602,16.575,15.629,16.063,16.72,16.271,16.193,16.208,16.353,16.581,16.594,16.109,16.458,16.383,16.8,16.366,16.352,16.067,16.007,16.704,16.781,16.965,16.948,16.266,16.667,16.414,17.118,16.342,16.741,17.354,16.867,16.642,14.769,15.683,15.597,15.429,16.748,15.74,15.721,15.043,14.688,,,16.45,16.436
,15,16.454,15.838,16.766,16.415,16.222,16.406,16.521,16.468,15.484,15.955,16.632,16.193,16.096,16.116,16.264,16.485,16.435,16.02,16.363,16.275,16.689,16.319,16.27,16,15.861,16.599,16.676,16.871,16.824,16.14,16.543,16.313,17.03,16.189,16.618,17.233,16.735,16.575,14.571,15.537,15.471,15.289,16.685,15.626,15.656,14.932,14.582,,,16.349,16.341
,16,16.274,15.719,16.642,16.374,16.104,16.296,16.443,16.369,15.365,15.859,16.537,16.112,15.987,16.002,16.178,16.399,16.297,15.948,16.258,16.162,16.58,16.241,16.189,15.921,15.719,16.492,16.53,16.777,16.706,16.027,16.439,16.198,16.971,16.029,16.495,17.13,16.588,16.5,14.382,15.384,15.35,15.165,16.596,15.488,15.596,14.799,14.469,,,16.249,16.249
,17,16.022,15.605,16.514,16.248,15.996,16.191,16.334,16.258,15.244,15.77,16.425,16.024,15.862,15.887,16.119,16.298,16.133,15.865,16.129,16.06,16.446,16.157,16.077,15.822,15.567,16.344,16.381,16.675,16.586,15.898,16.334,16.066,16.907,15.866,16.363,17.011,16.441,16.435,14.209,15.224,15.226,15.058,16.495,15.32,15.508,14.633,14.349,,,16.137,16.131
,18,15.848,15.489,16.387,16.149,15.85,16.089,16.237,16.193,15.098,15.67,16.288,15.93,15.734,15.74,16.056,16.182,15.968,15.76,15.979,15.939,16.328,16.056,15.944,15.736,15.409,16.192,16.245,16.539,16.459,15.78,16.215,15.935,16.823,15.717,16.218,16.896,16.314,16.341,14.038,15.05,15.104,14.963,16.418,15.138,15.421,14.472,14.212,,,16.017,16.017
,19,15.655,15.368,16.264,16.073,15.714,15.981,16.106,16.118,14.998,15.587,16.145,15.826,15.597,15.592,15.989,16.072,15.785,15.633,15.811,15.784,16.228,15.933,15.79,15.64,15.251,16.039,16.093,16.393,16.339,15.669,16.078,15.799,16.745,15.572,16.087,16.794,16.197,16.242,13.874,14.896,14.964,14.85,16.32,14.971,15.309,14.323,14.075,,,15.894,15.88
,20,15.394,15.24,16.095,15.96,15.569,15.873,15.981,16.039,14.9,15.495,15.995,15.693,15.437,15.41,15.88,15.946,15.599,15.492,15.651,15.616,16.118,15.797,15.642,15.515,15.093,15.887,15.946,16.23,16.204,15.55,15.972,15.66,16.664,15.432,15.953,16.679,16.08,16.138,13.706,14.73,14.841,14.726,16.199,14.801,15.17,14.171,13.956,,,15.76,15.745
,21,15.271,15.12,15.946,15.904,15.42,15.739,15.844,15.972,14.7,15.396,15.84,15.549,15.259,15.222,15.722,15.806,15.411,15.356,15.47,15.453,15.994,15.676,15.495,15.384,14.933,15.733,15.795,16.04,16.041,15.417,15.848,15.508,16.604,15.285,15.82,16.546,15.978,16.017,13.527,14.556,14.706,14.605,16.075,14.631,15.021,14.01,13.852,,,15.618,15.613
,22,15.147,14.974,15.756,15.857,15.292,15.619,15.709,15.843,14.549,15.277,15.691,15.408,15.071,15.044,15.569,15.67,15.24,15.237,15.275,15.278,15.881,15.568,15.355,15.245,14.79,15.606,15.631,15.852,15.845,15.287,15.737,15.362,16.527,15.153,15.671,16.442,15.874,15.876,13.369,14.389,14.574,14.465,15.933,14.474,14.873,13.879,13.721,,,15.477,15.488
,23,14.992,14.833,15.568,15.698,15.158,15.49,15.572,15.733,14.357,15.14,15.549,15.251,14.878,14.87,15.407,15.532,15.073,15.118,15.093,15.11,15.75,15.472,15.212,15.079,14.653,15.47,15.451,15.683,15.635,15.172,15.622,15.239,16.444,15.017,15.511,16.328,15.768,15.755,13.225,14.228,14.436,14.324,15.768,14.31,14.7,13.747,13.618,,,15.33,15.329
,24,14.854,14.623,15.383,15.585,14.938,15.352,15.436,15.623,14.137,14.992,15.401,15.08,14.683,14.718,15.241,15.367,14.907,15.002,14.9,14.924,15.626,15.367,15.065,14.904,14.5,15.317,15.286,15.507,15.406,15.054,15.507,15.105,16.34,14.885,15.333,16.192,15.64,15.622,13.09,14.056,14.325,14.191,15.587,14.15,14.522,13.597,13.53,,,15.176,15.173
,25,14.719,14.442,15.196,15.446,14.767,15.174,15.304,15.495,13.938,14.849,15.259,14.924,14.469,14.59,15.087,15.199,14.727,14.874,14.69,14.745,15.506,15.269,14.908,14.784,14.338,15.173,15.11,15.321,15.183,14.934,15.37,14.964,16.23,14.768,15.166,16.058,15.508,15.473,12.975,13.881,14.2,14.054,15.413,13.991,14.35,13.424,13.4,,,15.021,15.026
,26,14.565,14.235,15.036,15.274,14.527,15.024,15.169,15.368,13.757,14.7,15.126,14.764,14.259,14.454,14.968,15.018,14.557,14.73,14.503,14.566,15.375,15.154,14.724,14.64,14.171,15.033,14.968,15.137,14.965,14.83,15.235,14.827,16.087,14.658,14.974,15.925,15.373,15.322,12.865,13.734,14.081,13.907,15.226,13.834,14.169,13.253,13.237,,,14.864,14.898
,27,14.37,14.011,14.864,15.156,14.272,14.832,15.007,15.259,13.604,14.551,14.979,14.593,14.053,14.301,14.808,14.826,14.384,14.573,14.308,14.386,15.239,15.002,14.536,14.527,14.002,14.891,14.833,14.94,14.75,14.729,15.095,14.687,15.939,14.528,14.755,15.78,15.231,15.15,12.727,13.597,13.961,13.752,15.035,13.685,14.001,13.059,13.084,,,14.702,14.739
,28,14.215,13.864,14.688,15.044,14.05,14.632,14.86,15.132,13.42,14.389,14.838,14.434,13.849,14.172,14.643,14.656,14.185,14.398,14.091,14.208,15.101,14.801,14.339,14.418,13.845,14.742,14.684,14.735,14.514,14.608,14.972,14.523,15.772,14.406,14.563,15.632,15.083,14.963,12.562,13.469,13.826,13.612,14.835,13.536,13.835,12.859,12.919,,,14.535,14.566
,29,14.016,13.695,14.524,14.906,13.825,14.476,14.641,14.996,13.231,14.211,14.702,14.248,13.649,14.055,14.452,14.483,13.987,14.215,13.88,14.047,14.92,14.605,14.144,14.301,13.715,14.596,14.505,14.54,14.296,14.486,14.855,14.358,15.618,14.299,14.371,15.484,14.938,14.764,12.365,13.348,13.685,13.462,14.656,13.373,13.663,12.656,12.757,,,14.365,14.405
,30,13.799,13.517,14.308,14.775,13.553,14.306,14.441,14.832,13.077,14.022,14.558,14.027,13.453,13.897,14.254,14.297,13.788,14.017,13.679,13.885,14.735,14.411,13.944,14.143,13.614,14.446,14.315,14.349,14.078,14.369,14.733,14.204,15.461,14.179,14.161,15.338,14.79,14.57,12.16,13.213,13.53,13.306,14.467,13.209,13.473,12.445,12.617,,,14.189,14.229
December,1,13.643,13.365,14.105,14.624,13.307,14.161,14.249,14.69,12.886,13.825,14.403,13.818,13.265,13.73,14.051,14.123,13.576,13.818,13.465,13.714,14.55,14.217,13.746,14.003,13.512,14.307,14.103,14.139,13.863,14.25,14.624,14.035,15.279,14.062,13.959,15.165,14.646,14.386,11.958,13.043,13.371,13.151,14.297,13.048,13.283,12.193,12.5,,,14.011,14.043
,2,13.474,13.208,13.92,14.477,12.984,14.017,14.032,14.512,12.68,13.644,14.25,13.609,13.077,13.574,13.865,13.922,13.363,13.62,13.267,13.545,14.378,14.042,13.533,13.836,13.406,14.141,13.881,13.937,13.666,14.133,14.498,13.857,15.108,13.962,13.789,14.995,14.501,14.216,11.763,12.872,13.215,13.001,14.151,12.887,13.077,11.915,12.38,,,13.828,13.861
,3,13.348,13.027,13.712,14.303,12.675,13.802,13.806,14.33,12.525,13.55,14.092,13.384,12.896,13.427,13.67,13.678,13.134,13.427,13.104,13.37,14.153,13.907,13.329,13.657,13.294,13.956,13.673,13.719,13.46,14.01,14.357,13.673,14.919,13.863,13.591,14.81,14.369,14.018,11.564,12.688,13.057,12.822,14.013,12.696,12.861,11.626,12.242,,,13.643,13.671
,4,13.213,12.842,13.527,14.14,12.379,13.621,13.609,14.126,12.36,13.464,13.924,13.178,12.717,13.246,13.49,13.416,12.921,13.229,12.955,13.199,13.925,13.76,13.125,13.473,13.173,13.739,13.498,13.487,13.241,13.908,14.209,13.502,14.706,13.765,13.379,14.633,14.248,13.838,11.364,12.495,12.889,12.641,13.851,12.485,12.643,11.334,12.092,,,13.457,13.48
,5,13.085,12.682,13.352,13.965,12.064,13.367,13.395,13.938,12.245,13.379,13.756,12.995,12.531,13.066,13.291,13.14,12.7,13.061,12.773,13.042,13.679,13.581,12.92,13.268,13.031,13.507,13.337,13.21,13.011,13.779,14.057,13.315,14.502,13.673,13.18,14.452,14.124,13.649,11.15,12.322,12.718,12.457,13.691,12.29,12.427,11.054,11.927,,,13.263,13.28
,6,12.963,12.469,13.102,13.786,11.805,13.114,13.161,13.818,12.115,,13.588,12.782,12.34,12.899,13.098,12.848,12.457,12.9,12.572,12.894,13.43,13.415,12.704,13.045,12.907,13.237,13.17,12.936,12.755,13.66,13.886,13.131,14.342,13.579,12.99,14.278,13.994,13.429,10.934,12.171,12.525,12.244,13.533,12.071,12.201,10.802,11.755,,,13.062,13.045
,7,12.788,12.257,12.879,13.569,11.538,12.863,12.95,13.649,11.887,,13.423,12.546,12.159,12.727,12.894,12.578,12.204,12.749,12.399,12.74,13.137,13.251,12.483,12.802,12.782,12.983,13.012,12.656,12.471,13.557,13.711,12.933,14.14,13.466,12.787,14.086,13.867,13.2,10.706,11.98,12.313,12.016,13.337,11.825,11.974,10.576,11.58,,,12.855,12.802
,8,12.633,11.99,12.618,13.375,11.313,12.609,12.747,13.507,11.724,,13.259,12.308,11.966,12.523,12.708,12.344,11.981,12.585,12.202,12.582,12.903,13.063,12.266,12.588,12.659,12.738,12.852,12.369,12.199,13.456,13.53,12.736,13.932,13.337,12.579,13.918,13.718,12.975,10.475,11.783,12.111,11.783,13.117,11.616,11.761,10.349,11.386,,,12.656,12.609
,9,12.409,11.75,12.349,13.158,11.075,12.403,12.536,13.401,11.351,,13.091,12.062,11.771,12.298,12.515,12.119,11.75,12.435,11.977,12.418,12.691,12.881,12.036,12.353,12.538,12.504,12.657,12.06,11.907,13.322,13.34,12.516,13.689,13.211,12.393,13.732,13.567,12.732,10.26,11.563,11.869,11.541,12.911,11.435,11.537,10.13,11.167,,,12.443,12.435
